Bin,1987,1988,1991,1992,1998,1999,2000,2004
26,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0
32,0,1,1,0,0,0,0,0
34,0,0,0,0,0,0,1,0
36,4,2,0,2,0,0,1,0
38,4,0,1,0,0,0,2,0
40,10,6,1,2,0,0,0,2
42,24,8,0,6,0,0,2,5
44,30,15,2,4,2,0,1,2
46,31,27,4,5,3,4,5,2
48,37,39,1,6,7,11,16,7
50,18,48,8,11,8,20,9,9
52,23,58,12,12,9,25,24,12
54,9,39,7,12,4,17,13,5
56,5,23,8,11,13,10,9,3
58,0,12,8,10,8,0,5,1
60,2,5,3,1,5,0,0,2
